entry_date,order_id,revenue,cost_energy,cost_material,cost_labor,profit
2024-01-15,ORD-1031,44150.0,26.6,13333.86,110.94,30678.6
2024-01-13,ORD-1032,79800.0,32.04,21430.49,133.8,58203.67
2024-01-14,ORD-1033,120450.0,48.45,32266.13,202.23,87933.2
2024-01-14,ORD-1034,76150.0,45.96,22900.42,191.3,53012.32
2024-01-15,ORD-1035,93900.0,56.58,28254.35,235.94,65353.13
2024-01-14,ORD-1036,45000.0,27.4,13587.28,113.62,31271.69
2024-01-17,ORD-1037,46450.0,28.08,14009.36,116.9,32295.66
2024-01-16,ORD-1038,69750.0,42.0,21059.13,175.5,48473.36
2024-01-17,ORD-1039,117450.0,71.02,35474.34,296.09,81608.55
2024-01-16,ORD-1040,118200.0,47.72,31746.53,198.48,86207.27
2024-01-15,ORD-1041,111000.0,44.82,29822.5,186.43,80946.25
2024-01-16,ORD-1042,90350.0,54.53,27419.18,227.19,62649.1
2024-01-17,ORD-1043,118300.0,71.33,35862.84,297.16,82068.67
2024-01-17,ORD-1044,117450.0,47.3,31716.67,196.88,85489.15
2024-01-19,ORD-1045,60100.0,36.31,18254.62,151.17,41657.9
2024-01-19,ORD-1046,53350.0,32.2,16165.78,133.84,37018.18
2024-01-17,ORD-1047,172050.0,69.28,46418.6,289.22,125272.9
2024-01-19,ORD-1048,101550.0,40.72,27255.6,170.27,74083.4
2024-01-19,ORD-1049,75450.0,30.46,20341.2,126.98,54951.36
2024-01-20,ORD-1050,74550.0,30.02,20019.6,125.17,54375.21
2024-01-20,ORD-1051,100050.0,40.24,26893.8,168.09,72947.87
2024-01-20,ORD-1052,40550.0,24.59,12309.11,101.94,28114.36
2024-01-21,ORD-1053,98700.0,39.93,26679.84,165.76,71814.48
2024-01-21,ORD-1054,68650.0,41.5,20919.42,173.02,47516.07
2024-01-21,ORD-1055,145950.0,58.79,39453.82,245.03,106192.36
2024-01-22,ORD-1056,105500.0,63.62,31972.46,265.22,73198.7
2024-01-22,ORD-1057,91850.0,55.33,27875.75,231.37,63687.55
2024-01-20,ORD-1058,176250.0,71.23,47568.16,296.88,128313.73
2024-01-21,ORD-1059,108200.0,65.42,32908.84,272.84,74952.9
2024-01-23,ORD-1060,115200.0,69.65,35027.11,290.61,79812.64
2024-01-22,ORD-1061,99950.0,69.51,35062.33,289.9,64528.25
2024-01-23,ORD-1062,75750.0,30.51,20480.86,127.22,55111.41
2024-01-24,ORD-1063,100000.0,60.47,30508.78,252.5,69178.25
2024-01-23,ORD-1064,105900.0,42.64,28657.01,178.15,77022.2
2024-01-25,ORD-1065,53550.0,32.5,16433.57,135.33,36948.6
2024-01-24,ORD-1066,65250.0,39.22,19939.81,164.07,45106.91
2024-01-25,ORD-1067,56700.0,34.31,17378.73,143.07,39143.89
2024-01-25,ORD-1068,165300.0,66.66,45084.0,277.55,119871.79
2024-01-24,ORD-1069,110850.0,45.01,30355.2,186.99,80262.8
2024-01-24,ORD-1070,124050.0,49.92,33782.4,208.4,90009.29
2024-01-26,ORD-1071,86550.0,34.74,23600.9,145.44,62768.92
2024-01-25,ORD-1072,78950.0,56.35,28602.82,234.53,50056.31
2024-01-25,ORD-1073,73650.0,44.61,22692.38,186.21,50726.8
2024-01-26,ORD-1074,107100.0,42.88,29154.05,179.16,77723.91
2024-01-28,ORD-1075,104400.0,42.09,28284.34,175.63,75897.94
2024-01-28,ORD-1076,126000.0,50.63,33989.76,211.3,91748.31
2024-01-27,ORD-1077,69000.0,27.68,18613.44,115.38,50243.51
2024-01-26,ORD-1078,55100.0,39.19,19756.55,163.47,35140.8
2024-01-27,ORD-1079,123150.0,49.74,33421.44,207.57,89471.25
2024-01-28,ORD-1080,68200.0,41.13,20807.28,171.69,47179.9
2024-01-28,ORD-1081,86100.0,34.65,23180.54,144.92,62739.88
2024-01-28,ORD-1082,90600.0,36.59,24387.86,152.71,66022.84
2024-01-28,ORD-1083,126750.0,50.97,34126.91,213.52,92358.61
2024-01-29,ORD-1084,49000.0,29.6,14850.04,123.55,33996.82
2024-01-31,ORD-1085,70350.0,28.31,18861.12,118.55,51342.02
2024-01-30,ORD-1086,78100.0,47.12,23466.51,196.82,54389.55
2024-01-29,ORD-1087,106200.0,42.52,28411.56,178.44,77567.49
2024-01-30,ORD-1088,77050.0,46.42,23151.83,194.1,53657.65
2024-02-01,ORD-1089,107450.0,65.03,32377.32,271.68,74735.97
2024-02-01,ORD-1090,78900.0,31.67,21025.27,132.21,57710.85
2024-01-30,ORD-1091,116850.0,70.51,35150.38,294.31,81334.8
2024-01-30,ORD-1092,95550.0,44.98,29859.08,187.95,65457.98
2024-01-30,ORD-1093,113400.0,45.54,30338.75,191.17,82824.55
2024-01-31,ORD-1094,82450.0,49.73,24996.49,208.14,57195.64
2024-02-01,ORD-1095,70300.0,42.46,21237.96,176.82,48842.76
2024-02-02,ORD-1096,140250.0,56.4,37675.87,235.72,102282.01
2024-02-03,ORD-1097,105900.0,42.61,28427.62,178.15,77251.63
2024-02-03,ORD-1098,98100.0,39.54,26379.86,165.14,71515.46
2024-02-03,ORD-1099,48400.0,29.22,14635.4,122.22,33613.16
2024-02-01,ORD-1100,61800.0,24.85,16542.62,103.47,45129.06
2024-02-04,ORD-1101,157800.0,63.47,42444.76,265.54,115026.23
2024-02-02,ORD-1102,84900.0,34.47,22932.24,143.58,61789.71
2024-02-04,ORD-1103,160050.0,64.59,43048.24,269.81,116667.36
2024-02-02,ORD-1104,35900.0,26.45,13336.91,111.03,22425.61
2024-02-03,ORD-1105,102700.0,61.89,31079.22,258.91,71299.98
2024-02-03,ORD-1106,166050.0,66.89,44840.84,280.24,120862.03
2024-02-05,ORD-1107,117000.0,70.68,35440.35,295.38,81193.6
2024-02-03,ORD-1108,110850.0,44.92,29800.06,186.5,80818.52
2024-02-04,ORD-1109,56000.0,33.64,16851.15,141.45,38973.76
2024-02-04,ORD-1110,91100.0,54.8,27297.07,229.12,63519.01
2024-02-05,ORD-1111,113550.0,45.65,30290.17,190.88,83023.3
2024-02-04,ORD-1112,93750.0,37.6,25022.32,157.53,68532.55
2024-02-04,ORD-1113,62700.0,37.87,18856.53,158.53,43647.07
2024-02-06,ORD-1114,64450.0,38.78,19185.53,162.25,45063.45
2024-02-07,ORD-1115,125700.0,50.46,33314.4,211.21,92123.94
2024-02-05,ORD-1116,93450.0,37.59,24866.82,157.65,68387.95
2024-02-05,ORD-1117,162300.0,65.2,43031.1,272.66,118931.04
2024-02-07,ORD-1118,55850.0,33.71,16739.12,141.22,38935.95
2024-02-08,ORD-1119,139500.0,55.99,37078.69,234.5,102130.82
2024-02-06,ORD-1120,96300.0,38.66,25541.33,161.87,70558.14
2024-02-09,ORD-1121,58550.0,35.29,17288.17,147.35,41079.2
2024-02-07,ORD-1122,148200.0,59.46,39021.31,249.63,108869.6
2024-02-09,ORD-1123,42100.0,25.4,12431.12,106.36,29537.12
2024-02-08,ORD-1124,143100.0,57.42,37459.9,240.36,105342.32
2024-02-10,ORD-1125,83150.0,50.38,24568.37,210.26,58321.0
2024-02-08,ORD-1126,83700.0,50.44,24685.92,211.59,58752.05
2024-02-11,ORD-1127,150450.0,60.47,39243.24,253.59,110892.69
2024-02-11,ORD-1128,51500.0,31.2,15140.86,130.0,36197.94
2024-02-11,ORD-1129,60500.0,36.47,17798.22,152.55,42512.76
2024-02-12,ORD-1130,108000.0,43.51,28312.68,181.92,79461.89
2024-02-11,ORD-1131,88350.0,35.62,23182.72,149.28,64982.38
2024-02-11,ORD-1132,98100.0,59.42,29017.56,248.68,68774.34
2024-02-11,ORD-1133,46400.0,28.15,13585.9,117.1,32668.85
2024-02-13,ORD-1134,147450.0,59.04,38332.7,247.61,108810.65
2024-02-14,ORD-1135,115500.0,69.5,33645.05,291.39,81494.06
2024-02-12,ORD-1136,90150.0,54.49,26392.84,228.73,63473.94
2024-02-12,ORD-1137,92650.0,55.96,27090.44,234.76,65268.84
2024-02-13,ORD-1138,175050.0,70.48,45611.28,294.59,129073.65
2024-02-16,ORD-1139,119250.0,47.87,30901.75,200.78,88099.6
2024-02-14,ORD-1140,88050.0,35.54,22847.16,148.84,65018.45
2024-02-14,ORD-1141,98250.0,59.38,28752.57,249.58,69188.47
2024-02-14,ORD-1142,43400.0,26.12,12633.71,109.55,30630.62
2024-02-15,ORD-1143,123300.0,49.9,31908.58,208.32,91133.2
2024-02-16,ORD-1144,111750.0,44.71,28819.26,188.2,82697.83
2024-02-16,ORD-1145,89150.0,53.64,25810.02,224.48,63061.86
2024-02-15,ORD-1146,87200.0,52.56,25347.06,220.67,61579.71
2024-02-15,ORD-1147,103300.0,71.92,34577.33,300.9,68349.85
2024-02-18,ORD-1148,103050.0,41.27,26762.77,173.17,76072.78
2024-02-17,ORD-1149,152100.0,61.08,39540.34,256.29,112242.29
2024-02-17,ORD-1150,65100.0,26.28,16984.82,110.15,47978.76
2024-02-19,ORD-1151,56000.0,33.73,16217.63,141.63,39607.0
2024-02-18,ORD-1152,43400.0,26.22,12581.65,109.97,30682.16
2024-02-18,ORD-1153,114500.0,68.95,33185.55,289.8,80955.7
2024-02-18,ORD-1154,78350.0,47.15,22724.89,198.31,55379.65
2024-02-19,ORD-1155,74300.0,44.75,21512.89,187.66,52554.7
2024-02-18,ORD-1156,132600.0,53.4,34319.42,223.78,98003.4
2024-02-18,ORD-1157,53550.0,24.92,16000.27,104.39,37420.42
2024-02-20,ORD-1158,56750.0,34.23,16464.05,143.18,40108.55
2024-02-18,ORD-1159,62100.0,25.04,16000.27,104.27,45970.42
2024-02-19,ORD-1160,76700.0,46.42,22391.69,194.55,54067.34
2024-02-18,ORD-1161,88350.0,35.4,22802.32,148.82,65363.46
2024-02-19,ORD-1162,116300.0,70.54,34025.94,295.01,81908.52
2024-02-19,ORD-1163,48250.0,29.12,14075.69,121.88,34023.31
2024-02-21,ORD-1164,98200.0,59.33,28674.85,248.71,69217.11
2024-02-20,ORD-1165,49900.0,35.24,17101.82,147.73,32615.21
2024-02-20,ORD-1166,63250.0,38.19,18517.25,160.12,44534.45
2024-02-20,ORD-1167,173850.0,70.35,45332.48,294.13,128153.04
2024-02-22,ORD-1168,95350.0,57.39,27899.9,241.08,67151.62
2024-02-22,ORD-1169,48750.0,29.41,14367.78,123.6,34229.21
2024-02-22,ORD-1170,74700.0,45.11,21845.25,188.97,52620.66
2024-02-22,ORD-1171,95550.0,38.44,24816.2,161.28,70534.08
2024-02-24,ORD-1172,109150.0,65.88,31894.06,276.13,76913.93
2024-02-24,ORD-1173,47950.0,28.89,14010.09,121.3,33789.73
2024-02-23,ORD-1174,60400.0,36.54,17650.96,152.98,42559.52
2024-02-23,ORD-1175,120300.0,48.42,31127.66,203.07,88920.85
2024-02-25,ORD-1176,78350.0,47.38,22866.64,198.55,55237.44
2024-02-23,ORD-1177,92950.0,56.13,27120.56,235.39,65537.92
2024-02-26,ORD-1178,71700.0,43.3,21036.78,181.95,50437.97
2024-02-24,ORD-1179,144300.0,58.06,37476.46,243.34,106522.13
2024-02-24,ORD-1180,100800.0,60.71,29521.46,255.21,70962.61
2024-02-25,ORD-1181,92400.0,37.14,24025.37,156.05,68181.44
2024-02-25,ORD-1182,59300.0,35.77,17415.12,150.3,41698.81
2024-02-26,ORD-1183,108450.0,43.64,28284.96,183.61,79937.79
2024-02-27,ORD-1184,111150.0,44.82,28986.24,187.98,81930.96
2024-02-25,ORD-1185,39600.0,28.03,13558.08,117.17,25896.72
2024-02-25,ORD-1186,138750.0,55.83,36154.88,234.03,102305.26
2024-02-26,ORD-1187,63850.0,38.29,18562.31,161.2,45088.2
2024-02-27,ORD-1188,34250.0,24.6,11881.04,103.22,22241.15
2024-02-27,ORD-1189,91300.0,55.04,26777.14,231.51,64236.31
2024-02-29,ORD-1190,66450.0,26.77,17345.83,112.49,48964.91
2024-02-27,ORD-1191,40950.0,24.83,11959.29,103.53,28862.35
2024-02-29,ORD-1192,44300.0,26.79,12921.87,111.8,31239.55
2024-02-28,ORD-1193,88800.0,35.66,23101.85,149.8,65512.69
2024-02-29,ORD-1194,127650.0,51.53,33135.98,215.64,94246.85
2024-02-28,ORD-1195,153450.0,61.73,39893.0,259.37,113235.9
2024-02-28,ORD-1196,51650.0,31.42,15178.8,131.32,36308.45
2024-02-29,ORD-1197,174300.0,70.04,45341.8,294.09,128594.08
2024-02-28,ORD-1198,142050.0,57.22,37051.84,240.51,104700.44
2024-02-29,ORD-1199,69250.0,41.8,20032.85,175.21,49000.14
2024-02-29,ORD-1200,99700.0,60.04,28845.0,252.67,70542.29
2024-03-02,ORD-1201,44600.0,26.83,12880.31,112.99,31579.87
2024-03-02,ORD-1202,90150.0,36.39,23167.26,152.44,66793.91
2024-03-03,ORD-1203,89550.0,53.95,25875.87,226.77,63393.41
2024-03-03,ORD-1204,99850.0,60.33,28887.04,253.2,70649.43
2024-03-02,ORD-1205,62700.0,25.51,16195.2,106.44,46372.86
2024-03-02,ORD-1206,67450.0,40.94,19607.76,171.4,47629.91
2024-03-02,ORD-1207,116850.0,70.46,33908.7,296.0,82574.84
2024-03-04,ORD-1208,86900.0,60.04,28862.16,252.22,57725.58
2024-03-04,ORD-1209,148800.0,59.91,38541.22,251.78,109947.09
2024-03-04,ORD-1210,117300.0,47.42,30415.06,198.93,86638.59
2024-03-03,ORD-1211,94500.0,38.07,24494.57,159.94,69807.42
2024-03-04,ORD-1212,83900.0,50.62,24694.6,213.36,58941.43
2024-03-04,ORD-1213,108900.0,43.8,28439.75,184.48,80231.98
2024-03-06,ORD-1214,90600.0,36.36,23641.27,153.23,66769.14
2024-03-05,ORD-1215,132600.0,53.49,34642.66,224.44,97679.42
2024-03-05,ORD-1216,76500.0,30.75,20029.44,129.43,56310.38
2024-03-05,ORD-1217,50750.0,30.58,14934.06,128.6,35656.75
2024-03-07,ORD-1218,101150.0,61.02,29780.1,256.4,71052.48
2024-03-08,ORD-1219,81250.0,49.11,23838.62,206.51,57155.75
2024-03-07,ORD-1220,95700.0,67.13,32573.61,281.99,62777.27
2024-03-08,ORD-1221,132750.0,53.62,34589.38,225.2,97881.8
2024-03-08,ORD-1222,53100.0,27.27,16480.8,106.51,36485.42
2024-03-09,ORD-1223,117100.0,76.01,34653.82,297.72,82072.44
2024-03-10,ORD-1224,94500.0,57.06,27854.14,239.58,66349.22
2024-03-08,ORD-1225,78150.0,31.59,20528.22,132.58,57457.61
2024-03-08,ORD-1226,75900.0,30.52,19901.41,128.72,55839.35
2024-03-10,ORD-1227,139950.0,58.26,36702.43,236.59,102952.71
2024-03-09,ORD-1228,125100.0,52.11,32781.23,211.77,92054.88
2024-03-11,ORD-1229,69000.0,28.87,18115.94,116.97,50738.21
2024-03-11,ORD-1230,54000.0,33.79,15939.68,136.99,37889.54
2024-03-09,ORD-1231,55500.0,34.78,16380.81,140.72,38943.69
2024-03-12,ORD-1232,140100.0,56.32,36545.18,236.5,103262.0
2024-03-12,ORD-1233,116700.0,55.07,35764.3,232.27,80648.36
2024-03-11,ORD-1234,79750.0,48.2,23426.4,202.37,56073.04
2024-03-12,ORD-1235,68400.0,27.72,17960.24,116.47,50295.57
2024-03-11,ORD-1236,81750.0,32.93,21451.25,138.15,60127.68
2024-03-13,ORD-1237,99750.0,40.39,26283.67,169.61,73256.33
2024-03-13,ORD-1238,164700.0,66.3,43216.8,278.5,121138.4
2024-03-14,ORD-1239,169650.0,78.89,44773.48,288.08,124509.55
2024-03-16,ORD-1240,42450.0,30.84,12699.83,108.18,29611.15
2024-03-16,ORD-1241,133650.0,64.0,35373.15,225.83,97987.01
2024-03-17,ORD-1242,79150.0,53.58,23511.33,201.12,55383.97
2024-03-17,ORD-1243,116550.0,52.72,30756.96,197.71,85542.61
2024-03-16,ORD-1244,111100.0,75.13,32975.01,281.89,77767.97
2024-03-16,ORD-1245,61450.0,44.83,18171.34,156.0,43077.83
2024-03-17,ORD-1246,133650.0,65.01,35055.6,226.5,98302.89
2024-03-16,ORD-1247,51900.0,38.15,15415.43,132.5,36313.92
2024-03-16,ORD-1248,82800.0,60.47,24464.25,210.1,58065.18
2024-03-18,ORD-1249,79350.0,38.75,20907.6,134.68,58268.97
2024-03-16,ORD-1250,86400.0,42.15,22715.4,146.45,63496.0
2024-03-17,ORD-1251,71400.0,51.69,21670.0,139.3,49539.02
2024-03-19,ORD-1252,42350.0,45.46,14361.3,123.05,27820.19
2024-03-18,ORD-1253,62700.0,58.82,18572.17,159.31,43909.69
2024-03-18,ORD-1254,104650.0,86.84,31189.78,266.68,73106.69
2024-03-20,ORD-1255,42300.0,34.97,12564.82,107.41,29592.8
2024-03-21,ORD-1256,100650.0,56.14,26517.12,170.11,73906.63
2024-03-20,ORD-1257,132600.0,74.41,35040.48,225.43,97259.68
2024-03-22,ORD-1258,166650.0,112.34,43783.82,283.07,122470.76
2024-03-20,ORD-1259,171150.0,114.55,44961.86,290.33,125783.25
2024-03-21,ORD-1260,66150.0,44.25,17356.46,112.01,48637.29
2024-03-22,ORD-1261,114450.0,81.18,33894.85,290.67,80183.3
2024-03-24,ORD-1262,46550.0,41.14,13822.27,118.26,32568.33
2024-03-25,ORD-1263,91200.0,53.36,24033.58,154.87,66958.2
2024-03-25,ORD-1264,152550.0,89.58,40253.28,259.13,111948.01
2024-03-23,ORD-1265,53800.0,47.39,16012.52,137.08,37603.01
2024-03-24,ORD-1266,110800.0,81.58,33373.06,282.77,77062.58
2024-03-25,ORD-1267,153600.0,75.09,40905.7,260.68,112358.53
2024-03-25,ORD-1268,152550.0,128.13,40249.2,258.64,111914.03
2024-03-25,ORD-1269,94950.0,119.51,28233.63,241.77,66355.09
2024-03-25,ORD-1270,49900.0,62.77,14856.69,127.11,34853.43
2024-03-25,ORD-1271,111600.0,93.68,29358.24,188.89,81959.19
2024-03-27,ORD-1272,112750.0,127.7,33360.05,287.13,78975.12
2024-03-28,ORD-1273,148650.0,112.29,39118.9,253.29,109165.52
2024-03-27,ORD-1274,82850.0,93.72,24508.22,211.12,58036.94
2024-03-28,ORD-1275,57100.0,64.29,16819.95,144.8,40070.96
2024-03-27,ORD-1276,169650.0,108.65,44573.72,288.46,124679.17
2024-03-29,ORD-1277,155550.0,99.52,40842.88,264.23,114343.37
2024-03-29,ORD-1278,178800.0,114.1,46930.04,302.77,131453.09
2024-03-28,ORD-1279,60600.0,53.1,18580.04,119.53,41847.33
2024-03-30,ORD-1280,74000.0,83.35,21969.91,188.06,51758.68
2024-03-31,ORD-1281,56850.0,70.01,17047.78,144.76,39587.45
2024-03-31,ORD-1282,66300.0,54.52,17674.75,112.92,48457.81
2024-03-29,ORD-1283,56800.0,69.56,17017.92,144.49,39568.03
2024-03-31,ORD-1284,121350.0,99.68,32324.1,206.66,88719.56
2024-03-31,ORD-1285,81350.0,95.39,24404.11,207.36,56643.13
2024-03-30,ORD-1286,47200.0,55.48,14175.92,120.35,32848.26
2024-04-01,ORD-1287,62150.0,73.17,18661.97,158.21,43256.66
2024-03-31,ORD-1288,126150.0,98.4,33655.34,213.99,92182.27
2024-04-01,ORD-1289,86950.0,109.97,25929.79,221.28,60688.95
2024-04-01,ORD-1290,131700.0,111.46,34890.24,223.92,96474.38
2024-04-01,ORD-1291,134850.0,114.29,35683.2,228.59,98823.92
2024-04-02,ORD-1292,101550.0,85.95,26881.34,171.97,74410.74
2024-04-03,ORD-1293,105900.0,115.28,28011.31,179.87,77593.54
2024-04-02,ORD-1294,88450.0,144.89,26349.62,225.3,61730.19
2024-04-02,ORD-1295,78050.0,127.7,23233.96,198.5,54489.84
2024-04-02,ORD-1296,73800.0,80.43,19544.62,125.58,54049.38
2024-04-04,ORD-1297,177900.0,169.73,46943.12,302.96,130484.18
2024-04-02,ORD-1298,81300.0,116.11,24142.18,207.1,56834.61
2024-04-03,ORD-1299,97350.0,92.74,25680.65,165.56,71411.05
2024-04-02,ORD-1300,97350.0,139.4,28994.28,248.68,67967.64
2024-04-05,ORD-1301,72500.0,103.99,21571.83,184.57,50639.61
2024-04-03,ORD-1302,90900.0,87.26,24077.42,154.79,66580.53
2024-04-05,ORD-1303,67100.0,96.26,19970.62,170.92,46862.19
2024-04-05,ORD-1304,97500.0,93.3,25737.94,165.56,71503.21
2024-04-05,ORD-1305,91800.0,88.19,24164.21,155.82,67391.79
2024-04-06,ORD-1306,111450.0,107.08,29376.1,189.02,81777.8
2024-04-05,ORD-1307,88150.0,127.03,26237.12,225.23,61560.62
2024-04-06,ORD-1308,50900.0,81.95,15247.98,129.5,35440.58
2024-04-07,ORD-1309,115800.0,124.48,30974.33,197.46,84503.73
2024-04-07,ORD-1310,62050.0,99.92,18656.35,158.44,43135.29
2024-04-07,ORD-1311,52050.0,83.94,15606.76,132.6,36226.7
2024-04-07,ORD-1312,88750.0,143.05,26669.02,226.53,61711.41
2024-04-07,ORD-1313,177300.0,190.63,47788.68,300.83,129019.86
2024-04-07,ORD-1314,118800.0,191.55,36068.35,302.82,82237.28
2024-04-07,ORD-1315,46850.0,75.78,14215.62,119.34,32439.26
2024-04-09,ORD-1316,41350.0,63.63,12523.45,105.45,28657.47
2024-04-08,ORD-1317,92400.0,94.89,24865.85,157.59,67281.68
2024-04-08,ORD-1318,147450.0,151.24,39753.17,251.03,107294.56
2024-04-09,ORD-1319,40500.0,62.42,12282.04,103.48,28052.07
2024-04-08,ORD-1320,43900.0,67.71,13338.23,112.39,30381.67
2024-04-09,ORD-1321,74150.0,113.3,22406.42,188.53,51441.75
2024-04-09,ORD-1322,148050.0,174.41,39898.24,252.2,107725.16
2024-04-11,ORD-1323,133650.0,157.09,36126.72,227.51,97138.68
2024-04-11,ORD-1324,35050.0,74.84,12821.76,107.83,22045.57
2024-04-10,ORD-1325,91350.0,107.93,24675.84,156.06,66410.18
2024-04-11,ORD-1326,83700.0,98.75,22579.2,142.31,60879.74
2024-04-10,ORD-1327,82350.0,145.5,25038.72,210.48,56955.3
2024-04-11,ORD-1328,63600.0,92.74,20807.02,131.53,42568.71
2024-04-11,ORD-1329,113000.0,203.97,34193.01,288.4,78314.62
2024-04-11,ORD-1330,76950.0,92.14,20646.35,130.61,56080.9
2024-04-12,ORD-1331,66650.0,120.96,20244.67,170.86,46113.51
2024-04-11,ORD-1332,119000.0,214.76,36000.57,303.81,82480.85
2024-04-11,ORD-1333,98300.0,178.6,29463.91,249.86,68407.63
2024-04-13,ORD-1334,115250.0,210.93,34659.02,294.16,80085.88
2024-04-13,ORD-1335,115250.0,210.47,34659.02,294.38,80086.12
2024-04-12,ORD-1336,128400.0,164.39,34444.72,219.39,93571.49
2024-04-12,ORD-1337,64450.0,143.97,22664.43,191.76,41449.85
2024-04-13,ORD-1338,82900.0,158.6,24992.45,211.38,57537.57
2024-04-14,ORD-1339,73950.0,94.47,19785.69,125.74,53944.1
2024-04-14,ORD-1340,85000.0,154.31,25654.57,216.58,58974.54
2024-04-15,ORD-1341,112650.0,136.6,30231.44,191.65,82090.31
2024-04-13,ORD-1342,56750.0,103.44,17163.27,145.01,39338.28
2024-04-14,ORD-1343,140550.0,170.75,37739.12,239.56,102400.57
2024-04-14,ORD-1344,78500.0,142.98,23712.41,200.25,54444.36
2024-04-15,ORD-1345,49850.0,98.2,15028.5,127.27,34596.03
2024-04-14,ORD-1346,145800.0,191.45,39114.18,248.23,106246.14
2024-04-16,ORD-1347,118150.0,232.51,35617.55,301.66,81998.28
2024-04-17,ORD-1348,70700.0,144.97,21299.47,179.91,49075.65
2024-04-17,ORD-1349,91500.0,188.26,27617.11,233.35,63461.28
2024-04-16,ORD-1350,74900.0,154.72,22608.13,191.16,51946.0
2024-04-17,ORD-1351,80600.0,168.98,24290.9,205.53,55934.59
2024-04-18,ORD-1352,52550.0,110.38,15873.26,134.39,36431.96
2024-04-18,ORD-1353,47450.0,99.67,14279.92,120.9,32949.51
2024-04-18,ORD-1354,41900.0,88.0,12656.52,107.2,29048.28
2024-04-17,ORD-1355,108150.0,151.28,28980.73,184.25,78833.74
2024-04-17,ORD-1356,94500.0,132.46,25252.92,160.59,68954.03
2024-04-18,ORD-1357,64350.0,93.38,17267.08,109.52,46880.02
2024-04-18,ORD-1358,69650.0,152.54,21096.96,178.22,48222.29
2024-04-19,ORD-1359,58050.0,127.22,17497.98,147.92,40276.88
2024-04-18,ORD-1360,104900.0,177.06,31717.09,268.07,72737.78
2024-04-18,ORD-1361,92250.0,156.2,27965.28,235.99,63892.53
2024-04-19,ORD-1362,125100.0,140.56,33590.48,212.73,91156.23
2024-04-20,ORD-1363,113350.0,229.93,34486.72,289.42,78343.93
2024-04-19,ORD-1364,138750.0,187.88,37513.47,235.99,100812.65
2024-04-21,ORD-1365,46150.0,93.68,14037.23,117.88,31901.21
2024-04-21,ORD-1366,128250.0,169.58,34698.82,217.88,93163.72
2024-04-20,ORD-1367,51600.0,102.91,15809.04,132.48,35555.57
2024-04-23,ORD-1368,113250.0,150.89,30611.99,193.49,82293.63
2024-04-21,ORD-1369,52500.0,104.89,15971.47,134.52,36289.12
2024-04-23,ORD-1370,52350.0,117.55,18058.65,152.12,34021.68
2024-04-22,ORD-1371,70050.0,93.59,18956.04,120.03,50880.34
2024-04-21,ORD-1372,99300.0,196.8,30067.51,252.96,68782.73
2024-04-22,ORD-1373,113550.0,174.94,30548.23,193.49,82633.34
2024-04-22,ORD-1374,70450.0,162.94,21371.69,180.25,48735.12
2024-04-23,ORD-1375,60500.0,140.39,18383.27,155.25,41821.09
