check_time,machine_id,batch_id,passed_qty,failed_qty,order_id
2024-01-16 16:00:00.000000,M03,ORD-1060-B5,460,3,ORD-1060
2024-01-17 08:00:00.000000,M01,ORD-1061-B1,403,59,ORD-1061
2024-01-17 10:00:00.000000,M01,ORD-1061-B2,411,51,ORD-1061
2024-01-17 12:00:00.000000,M01,ORD-1061-B3,386,76,ORD-1061
2024-01-17 14:00:00.000000,M01,ORD-1061-B4,411,51,ORD-1061
2024-01-17 16:00:00.000000,M01,ORD-1061-B5,388,74,ORD-1061
2024-01-17 20:06:49.043980,M01,ORD-1062-B1,253,0,ORD-1062
2024-01-17 22:06:49.043980,M01,ORD-1062-B2,252,1,ORD-1062
2024-01-17 08:00:00.000000,M02,ORD-1063-B1,400,2,ORD-1063
2024-01-17 10:00:00.000000,M02,ORD-1063-B2,399,3,ORD-1063
2024-01-17 12:00:00.000000,M02,ORD-1063-B3,399,3,ORD-1063
2024-01-17 14:00:00.000000,M02,ORD-1063-B4,402,0,ORD-1063
2024-01-17 16:00:00.000000,M02,ORD-1063-B5,400,2,ORD-1063
2024-01-17 08:00:00.000000,M03,ORD-1064-B1,235,1,ORD-1064
2024-01-17 10:00:00.000000,M03,ORD-1064-B2,236,0,ORD-1064
2024-01-17 12:00:00.000000,M03,ORD-1064-B3,235,1,ORD-1064
2024-01-18 08:00:00.000000,M01,ORD-1065-B1,537,2,ORD-1065
2024-01-18 10:00:00.000000,M01,ORD-1065-B2,534,5,ORD-1065
2024-01-18 08:00:00.000000,M03,ORD-1066-B1,434,2,ORD-1066
2024-01-18 10:00:00.000000,M03,ORD-1066-B2,435,1,ORD-1066
2024-01-18 12:00:00.000000,M03,ORD-1066-B3,436,0,ORD-1066
2024-01-18 16:02:39.442017,M03,ORD-1067-B1,566,4,ORD-1067
2024-01-18 18:02:39.442017,M03,ORD-1067-B2,568,2,ORD-1067
2024-01-19 08:00:00.000000,M01,ORD-1068-B1,220,1,ORD-1068
2024-01-19 10:00:00.000000,M01,ORD-1068-B2,220,1,ORD-1068
2024-01-19 12:00:00.000000,M01,ORD-1068-B3,221,0,ORD-1068
2024-01-19 14:00:00.000000,M01,ORD-1068-B4,220,1,ORD-1068
2024-01-19 16:00:00.000000,M01,ORD-1068-B5,221,0,ORD-1068
2024-01-19 08:00:00.000000,M03,ORD-1069-B1,246,2,ORD-1069
2024-01-19 10:00:00.000000,M03,ORD-1069-B2,247,1,ORD-1069
2024-01-19 12:00:00.000000,M03,ORD-1069-B3,246,2,ORD-1069
2024-01-19 16:39:31.835772,M03,ORD-1070-B1,206,1,ORD-1070
2024-01-19 18:39:31.835772,M03,ORD-1070-B2,207,0,ORD-1070
2024-01-19 20:39:31.835772,M03,ORD-1070-B3,207,0,ORD-1070
2024-01-19 22:39:31.835772,M03,ORD-1070-B4,207,0,ORD-1070
2024-01-20 08:00:00.000000,M01,ORD-1071-B1,289,0,ORD-1071
2024-01-20 10:00:00.000000,M01,ORD-1071-B2,288,1,ORD-1071
2024-01-20 15:01:56.128270,M01,ORD-1072-B1,416,51,ORD-1072
2024-01-20 17:01:56.128270,M01,ORD-1072-B2,388,79,ORD-1072
2024-01-20 19:01:56.128270,M01,ORD-1072-B3,380,87,ORD-1072
2024-01-20 21:01:56.128270,M01,ORD-1072-B4,395,72,ORD-1072
2024-01-20 08:00:00.000000,M03,ORD-1073-B1,492,2,ORD-1073
2024-01-20 10:00:00.000000,M03,ORD-1073-B2,491,3,ORD-1073
2024-01-20 12:00:00.000000,M03,ORD-1073-B3,490,4,ORD-1073
2024-01-20 16:04:28.361456,M03,ORD-1074-B1,238,0,ORD-1074
2024-01-20 18:04:28.361456,M03,ORD-1074-B2,238,0,ORD-1074
2024-01-20 20:04:28.361456,M03,ORD-1074-B3,238,0,ORD-1074
2024-01-21 08:00:00.000000,M01,ORD-1075-B1,232,1,ORD-1075
2024-01-21 10:00:00.000000,M01,ORD-1075-B2,232,1,ORD-1075
2024-01-21 12:00:00.000000,M01,ORD-1075-B3,232,1,ORD-1075
2024-01-21 16:29:09.859284,M01,ORD-1076-B1,210,0,ORD-1076
2024-01-21 18:29:09.859284,M01,ORD-1076-B2,210,0,ORD-1076
2024-01-21 20:29:09.859284,M01,ORD-1076-B3,210,0,ORD-1076
2024-01-21 22:29:09.859284,M01,ORD-1076-B4,210,0,ORD-1076
2024-01-21 08:00:00.000000,M03,ORD-1077-B1,230,0,ORD-1077
2024-01-21 10:00:00.000000,M03,ORD-1077-B2,230,0,ORD-1077
2024-01-21 13:27:01.100800,M03,ORD-1078-B1,363,71,ORD-1078
2024-01-21 15:27:01.100800,M03,ORD-1078-B2,377,57,ORD-1078
2024-01-21 17:27:01.100800,M03,ORD-1078-B3,362,72,ORD-1078
2024-01-22 08:00:00.000000,M01,ORD-1079-B1,206,0,ORD-1079
2024-01-22 10:00:00.000000,M01,ORD-1079-B2,206,0,ORD-1079
2024-01-22 12:00:00.000000,M01,ORD-1079-B3,204,2,ORD-1079
2024-01-22 14:00:00.000000,M01,ORD-1079-B4,205,1,ORD-1079
2024-01-22 08:00:00.000000,M03,ORD-1080-B1,456,0,ORD-1080
2024-01-22 10:00:00.000000,M03,ORD-1080-B2,453,3,ORD-1080
2024-01-22 12:00:00.000000,M03,ORD-1080-B3,455,1,ORD-1080
2024-01-23 08:00:00.000000,M01,ORD-1081-B1,287,1,ORD-1081
2024-01-23 10:00:00.000000,M01,ORD-1081-B2,287,1,ORD-1081
2024-01-23 14:35:34.197879,M01,ORD-1082-B1,201,1,ORD-1082
2024-01-23 16:35:34.197879,M01,ORD-1082-B2,201,1,ORD-1082
2024-01-23 18:35:34.197879,M01,ORD-1082-B3,202,0,ORD-1082
2024-01-23 08:00:00.000000,M02,ORD-1083-B1,212,0,ORD-1083
2024-01-23 10:00:00.000000,M02,ORD-1083-B2,211,1,ORD-1083
2024-01-23 12:00:00.000000,M02,ORD-1083-B3,211,1,ORD-1083
2024-01-23 14:00:00.000000,M02,ORD-1083-B4,211,1,ORD-1083
2024-01-23 08:00:00.000000,M03,ORD-1084-B1,489,3,ORD-1084
2024-01-23 10:00:00.000000,M03,ORD-1084-B2,491,1,ORD-1084
2024-01-24 08:00:00.000000,M02,ORD-1085-B1,235,1,ORD-1085
2024-01-24 10:00:00.000000,M02,ORD-1085-B2,234,2,ORD-1085
2024-01-24 14:06:29.389343,M02,ORD-1086-B1,522,0,ORD-1086
2024-01-24 16:06:29.389343,M02,ORD-1086-B2,521,1,ORD-1086
2024-01-24 18:06:29.389343,M02,ORD-1086-B3,519,3,ORD-1086
2024-01-24 08:00:00.000000,M03,ORD-1087-B1,236,1,ORD-1087
2024-01-24 10:00:00.000000,M03,ORD-1087-B2,236,1,ORD-1087
2024-01-24 12:00:00.000000,M03,ORD-1087-B3,236,1,ORD-1087
2024-01-24 16:01:42.812562,M03,ORD-1088-B1,512,3,ORD-1088
2024-01-24 18:01:42.812562,M03,ORD-1088-B2,514,1,ORD-1088
2024-01-24 20:01:42.812562,M03,ORD-1088-B3,515,0,ORD-1088
2024-01-25 08:00:00.000000,M01,ORD-1089-B1,431,1,ORD-1089
2024-01-25 10:00:00.000000,M01,ORD-1089-B2,432,0,ORD-1089
2024-01-25 12:00:00.000000,M01,ORD-1089-B3,429,3,ORD-1089
2024-01-25 14:00:00.000000,M01,ORD-1089-B4,429,3,ORD-1089
2024-01-25 16:00:00.000000,M01,ORD-1089-B5,428,4,ORD-1089
2024-01-25 08:00:00.000000,M02,ORD-1090-B1,263,0,ORD-1090
2024-01-25 10:00:00.000000,M02,ORD-1090-B2,263,0,ORD-1090
2024-01-25 14:08:02.434985,M02,ORD-1091-B1,465,4,ORD-1091
2024-01-25 16:08:02.434985,M02,ORD-1091-B2,468,1,ORD-1091
2024-01-25 18:08:02.434985,M02,ORD-1091-B3,469,0,ORD-1091
2024-01-25 20:08:02.434985,M02,ORD-1091-B4,467,2,ORD-1091
2024-01-25 22:08:02.434985,M02,ORD-1091-B5,468,1,ORD-1091
2024-01-25 08:00:00.000000,M03,ORD-1092-B1,211,38,ORD-1092
2024-01-25 10:00:00.000000,M03,ORD-1092-B2,220,29,ORD-1092
2024-01-25 12:00:00.000000,M03,ORD-1092-B3,206,43,ORD-1092
2024-01-25 16:13:17.575732,M03,ORD-1093-B1,252,1,ORD-1093
2024-01-25 18:13:17.575732,M03,ORD-1093-B2,251,2,ORD-1093
2024-01-25 20:13:17.575732,M03,ORD-1093-B3,253,0,ORD-1093
2024-01-26 08:00:00.000000,M01,ORD-1094-B1,411,3,ORD-1094
2024-01-26 10:00:00.000000,M01,ORD-1094-B2,413,1,ORD-1094
2024-01-26 12:00:00.000000,M01,ORD-1094-B3,412,2,ORD-1094
2024-01-26 14:00:00.000000,M01,ORD-1094-B4,413,1,ORD-1094
2024-01-26 17:46:32.478657,M01,ORD-1095-B1,469,0,ORD-1095
2024-01-26 19:46:32.478657,M01,ORD-1095-B2,468,1,ORD-1095
2024-01-26 21:46:32.478657,M01,ORD-1095-B3,469,0,ORD-1095
2024-01-26 08:00:00.000000,M03,ORD-1096-B1,234,0,ORD-1096
2024-01-26 10:00:00.000000,M03,ORD-1096-B2,233,1,ORD-1096
2024-01-26 12:00:00.000000,M03,ORD-1096-B3,234,0,ORD-1096
2024-01-26 14:00:00.000000,M03,ORD-1096-B4,234,0,ORD-1096
2024-01-27 08:00:00.000000,M01,ORD-1097-B1,236,0,ORD-1097
2024-01-27 10:00:00.000000,M01,ORD-1097-B2,234,2,ORD-1097
2024-01-27 12:00:00.000000,M01,ORD-1097-B3,236,0,ORD-1097
2024-01-27 16:03:41.317329,M01,ORD-1098-B1,218,1,ORD-1098
2024-01-27 18:03:41.317329,M01,ORD-1098-B2,217,2,ORD-1098
2024-01-27 20:03:41.317329,M01,ORD-1098-B3,219,0,ORD-1098
2024-01-27 08:00:00.000000,M03,ORD-1099-B1,486,0,ORD-1099
2024-01-27 10:00:00.000000,M03,ORD-1099-B2,482,4,ORD-1099
2024-01-27 13:35:02.173927,M03,ORD-1100-B1,206,0,ORD-1100
2024-01-27 15:35:02.173927,M03,ORD-1100-B2,206,0,ORD-1100
2024-01-28 08:00:00.000000,M01,ORD-1101-B1,210,1,ORD-1101
2024-01-28 10:00:00.000000,M01,ORD-1101-B2,210,1,ORD-1101
2024-01-28 12:00:00.000000,M01,ORD-1101-B3,211,0,ORD-1101
2024-01-28 14:00:00.000000,M01,ORD-1101-B4,211,0,ORD-1101
2024-01-28 16:00:00.000000,M01,ORD-1101-B5,210,1,ORD-1101
2024-01-28 19:31:29.666657,M01,ORD-1102-B1,283,2,ORD-1102
2024-01-28 21:31:29.666657,M01,ORD-1102-B2,283,2,ORD-1102
2024-01-28 08:00:00.000000,M02,ORD-1103-B1,213,1,ORD-1103
2024-01-28 10:00:00.000000,M02,ORD-1103-B2,214,0,ORD-1103
2024-01-28 12:00:00.000000,M02,ORD-1103-B3,213,1,ORD-1103
2024-01-28 14:00:00.000000,M02,ORD-1103-B4,214,0,ORD-1103
2024-01-28 16:00:00.000000,M02,ORD-1103-B5,213,1,ORD-1103
2024-01-28 08:00:00.000000,M03,ORD-1104-B1,359,83,ORD-1104
2024-01-28 10:00:00.000000,M03,ORD-1104-B2,359,83,ORD-1104
2024-01-28 13:37:18.073044,M03,ORD-1105-B1,411,1,ORD-1105
2024-01-28 15:37:18.073044,M03,ORD-1105-B2,412,0,ORD-1105
2024-01-28 17:37:18.073044,M03,ORD-1105-B3,411,1,ORD-1105
2024-01-28 19:37:18.073044,M03,ORD-1105-B4,409,3,ORD-1105
2024-01-28 21:37:18.073044,M03,ORD-1105-B5,411,1,ORD-1105
2024-01-29 08:00:00.000000,M01,ORD-1106-B1,221,2,ORD-1106
2024-01-29 10:00:00.000000,M01,ORD-1106-B2,222,1,ORD-1106
2024-01-29 12:00:00.000000,M01,ORD-1106-B3,221,2,ORD-1106
2024-01-29 14:00:00.000000,M01,ORD-1106-B4,222,1,ORD-1106
